	sequence	url	index	user	output	method	id	parameter
1051	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/', 'http://192.168.56.103:8080/opensearch.xml']	http://192.168.56.103:8080/me/my-views	3	user1	dashboard user view people build history project relationship check file fingerprint new view build queue build queue build executor status master idle idle slave offline add description please create new job get started	get	135	
1052	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/', 'http://192.168.56.103:8080/opensearch.xml']	http://192.168.56.103:8080/user/user1/my-views/view/all/builds	4	user1	user view people build history project relationship check file fingerprint new view build queue build queue build executor status master idle idle slave offline	get	135	
1053	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/', 'http://192.168.56.103:8080/opensearch.xml']	http://192.168.56.103:8080/user/user1/	5	user1	user user user description jenkins user id user	get	135	
1054	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/', 'http://192.168.56.103:8080/opensearch.xml']	http://192.168.56.103:8080/	6	user1	dashboard build queue build executor status master idle idle slave offline	get	135	
1055	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/', 'http://192.168.56.103:8080/opensearch.xml']	http://192.168.56.103:8080/opensearch.xml	7	user1		get	135	
1056	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/opensearch.xml']	http://192.168.56.103:8080/	0		jenkins skip content log sign jenkins user password create account member yet	get	136	
1057	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/opensearch.xml']	click on /	1			get	136	
1058	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/opensearch.xml']	http://192.168.56.103:8080/j_acegi_security_check	2	user1	dashboard build queue build executor status master idle idle slave offline	get	136	(user1,user1Pass)
1059	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/opensearch.xml']	http://192.168.56.103:8080/me/my-views	3	user1	dashboard user view people build history project relationship check file fingerprint new view build queue build queue build executor status master idle idle slave offline add description please create new job get started	get	136	
1060	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/opensearch.xml']	http://192.168.56.103:8080/user/user1/my-views/view/all/builds	4	user1	user view people build history project relationship check file fingerprint new view build queue build queue build executor status master idle idle slave offline	get	136	
1061	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/opensearch.xml']	http://192.168.56.103:8080/user/user1/	5	user1	user user user description jenkins user id user	get	136	
1062	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/opensearch.xml']	click on /	6	user1	dashboard build queue build executor status master idle idle slave offline	get	136	
1063	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/opensearch.xml']	http://192.168.56.103:8080/opensearch.xml	7	user1		get	136	
1064	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/__history__.html?0']	http://192.168.56.103:8080/	0		jenkins skip content log sign jenkins user password create account member yet	get	137	
1065	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/__history__.html?0']	click on /	1			get	137	
1066	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/__history__.html?0']	http://192.168.56.103:8080/j_acegi_security_check	2	user1	dashboard build queue build executor status master idle idle slave offline	get	137	(user1,user1Pass)
1067	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/__history__.html?0']	http://192.168.56.103:8080/me/my-views	3	user1	dashboard user view people build history project relationship check file fingerprint new view build queue build queue build executor status master idle idle slave offline add description please create new job get started	get	137	
1068	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/__history__.html?0']	http://192.168.56.103:8080/user/user1/my-views/view/all/builds	4	user1	user view people build history project relationship check file fingerprint new view build queue build queue build executor status master idle idle slave offline	get	137	
1069	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/__history__.html?0']	http://192.168.56.103:8080/user/user1/	5	user1	user user user description jenkins user id user	get	137	
1070	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/__history__.html?0']	click on /	6	user1	dashboard build queue build executor status master idle idle slave offline	get	137	
1071	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/__history__.html?0']	http://192.168.56.103:8080/view/all/builds	7	user1	build queue build executor status master idle idle slave offline	get	137	
1072	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/__history__.html?0']	http://192.168.56.103:8080/view/all/__history__.html?0	8	user1	error found http error problem accessing viewall__history__html	get	137	
1073	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/	0		jenkins skip content log sign jenkins user password create account member yet	post	138	
1074	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/timeline/data']	click on /	1			post	138	
1075	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/j_acegi_security_check	2	user1	dashboard build queue build executor status master idle idle slave offline	post	138	(user1,user1Pass)
1076	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/me/my-views	3	user1	dashboard user view people build history project relationship check file fingerprint new view build queue build queue build executor status master idle idle slave offline add description please create new job get started	post	138	
1077	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/user/user1/my-views/view/all/builds	4	user1	user view people build history project relationship check file fingerprint new view build queue build queue build executor status master idle idle slave offline	post	138	
1078	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/user/user1/	5	user1	user user user description jenkins user id user	post	138	
1079	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/timeline/data']	click on /	6	user1	dashboard build queue build executor status master idle idle slave offline	post	138	
1080	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/view/all/builds	7	user1	build queue build executor status master idle idle slave offline	post	138	
1081	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/view/all/timeline/data	8	user1		post	138	
1082	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml?recursive', 'http://192.168.56.103:8080/view/all/__history__.html?0']	http://192.168.56.103:8080/	0		jenkins skip content log sign jenkins user password create account member yet	get	139	
1083	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml?recursive', 'http://192.168.56.103:8080/view/all/__history__.html?0']	click on /	1			get	139	
1084	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml?recursive', 'http://192.168.56.103:8080/view/all/__history__.html?0']	http://192.168.56.103:8080/j_acegi_security_check	2	user1	dashboard build queue build executor status master idle idle slave offline	get	139	(user1,user1Pass)
1085	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml?recursive', 'http://192.168.56.103:8080/view/all/__history__.html?0']	http://192.168.56.103:8080/me/my-views	3	user1	dashboard user view people build history project relationship check file fingerprint new view build queue build queue build executor status master idle idle slave offline add description please create new job get started	get	139	
1086	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml?recursive', 'http://192.168.56.103:8080/view/all/__history__.html?0']	http://192.168.56.103:8080/user/user1/my-views/view/all/builds	4	user1	user view people build history project relationship check file fingerprint new view build queue build queue build executor status master idle idle slave offline	get	139	
1087	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml?recursive', 'http://192.168.56.103:8080/view/all/__history__.html?0']	http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml?recursive	5	user1	xml file appear style information associated	get	139	
1088	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml?recursive', 'http://192.168.56.103:8080/view/all/__history__.html?0']	http://192.168.56.103:8080/view/all/__history__.html?0	6	user1	error found http error problem accessing viewall__history__html	get	139	
1089	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml?recursive', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/	0		jenkins skip content log sign jenkins user password create account member yet	post	140	
1090	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml?recursive', 'http://192.168.56.103:8080/view/all/timeline/data']	click on /	1			post	140	
1091	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml?recursive', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/j_acegi_security_check	2	user1	dashboard build queue build executor status master idle idle slave offline	post	140	(user1,user1Pass)
1092	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml?recursive', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/me/my-views	3	user1	dashboard user view people build history project relationship check file fingerprint new view build queue build queue build executor status master idle idle slave offline add description please create new job get started	post	140	
1093	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml?recursive', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/user/user1/my-views/view/all/builds	4	user1	user view people build history project relationship check file fingerprint new view build queue build queue build executor status master idle idle slave offline	post	140	
1094	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml?recursive', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml?recursive	5	user1	xml file appear style information associated	post	140	
1095	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml?recursive', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/view/all/timeline/data	6	user1		post	140	
1096	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml', 'http://192.168.56.103:8080/view/all/__history__.html?0']	http://192.168.56.103:8080/	0		jenkins skip content log sign jenkins user password create account member yet	get	141	
1097	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml', 'http://192.168.56.103:8080/view/all/__history__.html?0']	click on /	1			get	141	
1098	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml', 'http://192.168.56.103:8080/view/all/__history__.html?0']	http://192.168.56.103:8080/j_acegi_security_check	2	user1	dashboard build queue build executor status master idle idle slave offline	get	141	(user1,user1Pass)
1099	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml', 'http://192.168.56.103:8080/view/all/__history__.html?0']	http://192.168.56.103:8080/me/my-views	3	user1	dashboard user view people build history project relationship check file fingerprint new view build queue build queue build executor status master idle idle slave offline add description please create new job get started	get	141	
1100	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml', 'http://192.168.56.103:8080/view/all/__history__.html?0']	http://192.168.56.103:8080/user/user1/my-views/view/all/builds	4	user1	user view people build history project relationship check file fingerprint new view build queue build queue build executor status master idle idle slave offline	get	141	
1101	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml', 'http://192.168.56.103:8080/view/all/__history__.html?0']	http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml	5	user1	xml file appear style information associated	get	141	
1102	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml', 'http://192.168.56.103:8080/view/all/__history__.html?0']	http://192.168.56.103:8080/view/all/__history__.html?0	6	user1	error found http error problem accessing viewall__history__html	get	141	
1103	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/	0		jenkins skip content log sign jenkins user password create account member yet	post	142	
1104	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml', 'http://192.168.56.103:8080/view/all/timeline/data']	click on /	1			post	142	
1105	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/j_acegi_security_check	2	user1	dashboard build queue build executor status master idle idle slave offline	post	142	(user1,user1Pass)
1106	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/me/my-views	3	user1	dashboard user view people build history project relationship check file fingerprint new view build queue build queue build executor status master idle idle slave offline add description please create new job get started	post	142	
1107	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/user/user1/my-views/view/all/builds	4	user1	user view people build history project relationship check file fingerprint new view build queue build queue build executor status master idle idle slave offline	post	142	
1108	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml	5	user1	xml file appear style information associated	post	142	
1109	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/my-views/view/all/cc.xml', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/view/all/timeline/data	6	user1		post	142	
1110	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/me/my-views/view/all/newJob', 'http://192.168.56.103:8080/me/my-views/view/all/itemcategories?depth=3&iconstyle=icon-xlg']	http://192.168.56.103:8080/	0		jenkins skip content log sign jenkins user password create account member yet	get	143	
1111	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/me/my-views/view/all/newJob', 'http://192.168.56.103:8080/me/my-views/view/all/itemcategories?depth=3&iconstyle=icon-xlg']	click on /	1			get	143	
1112	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/me/my-views/view/all/newJob', 'http://192.168.56.103:8080/me/my-views/view/all/itemcategories?depth=3&iconstyle=icon-xlg']	http://192.168.56.103:8080/j_acegi_security_check	2	user1	dashboard build queue build executor status master idle idle slave offline	get	143	(user1,user1Pass)
1113	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/me/my-views/view/all/newJob', 'http://192.168.56.103:8080/me/my-views/view/all/itemcategories?depth=3&iconstyle=icon-xlg']	http://192.168.56.103:8080/me/my-views	3	user1	dashboard user view people build history project relationship check file fingerprint new view build queue build queue build executor status master idle idle slave offline add description please create new job get started	get	143	
1114	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/me/my-views/view/all/newJob', 'http://192.168.56.103:8080/me/my-views/view/all/itemcategories?depth=3&iconstyle=icon-xlg']	http://192.168.56.103:8080/me/my-views/view/all/newJob	4	user1	new item jenkins user view enter item name required field field empty please enter valid name please select item type standalone project create project selfcontained configuration history project toplevel grouped within folder freestyle project central feature jenkins jenkins build project combining scm build system even used something software build pipeline orchestrates longrunning activity span multiple build agent suitable building pipeline formerly known workflow andor organizing complex activity easily fit freestyle job type multiconfiguration project suitable project need large number different configuration testing multiple environment platformspecific build etc nested project create project category project hierarchy folder folder created manually automatically based repository folder creates container store nested item useful grouping thing together unlike view filter folder creates separate namespace multiple thing name long different folder github organization scan github organization user account repository matching defined marker multibranch pipeline creates set pipeline project according detected branch one scm repository want create new item existing use option copy ok	get	143	
